Price,Close,High,Low,Open,Volume
Ticker,9983.T,9983.T,9983.T,9983.T,9983.T
Datetime,,,,,
2026-02-13 05:49:00+00:00,69180.0,69200.0,69140.0,69190.0,4900
2026-02-13 05:50:00+00:00,69180.0,69180.0,69130.0,69180.0,2200
2026-02-13 05:51:00+00:00,69180.0,69190.0,69150.0,69170.0,3300
2026-02-13 05:52:00+00:00,69150.0,69170.0,69150.0,69150.0,600
2026-02-13 05:53:00+00:00,69100.0,69160.0,69080.0,69160.0,4000
2026-02-13 05:54:00+00:00,69050.0,69110.0,69030.0,69110.0,2600
2026-02-13 05:55:00+00:00,69180.0,69190.0,69060.0,69060.0,5700
2026-02-13 05:56:00+00:00,69180.0,69220.0,69180.0,69190.0,4200
2026-02-13 05:57:00+00:00,69140.0,69180.0,69140.0,69170.0,3900
2026-02-13 05:58:00+00:00,69160.0,69160.0,69130.0,69160.0,600
2026-02-13 05:59:00+00:00,69180.0,69180.0,69150.0,69150.0,1500
2026-02-13 06:00:00+00:00,69270.0,69270.0,69190.0,69190.0,4900
2026-02-13 06:01:00+00:00,69360.0,69370.0,69280.0,69280.0,4400
2026-02-13 06:02:00+00:00,69330.0,69380.0,69310.0,69380.0,3800
2026-02-13 06:03:00+00:00,69330.0,69340.0,69300.0,69330.0,2200
2026-02-13 06:04:00+00:00,69270.0,69340.0,69270.0,69330.0,3900
2026-02-13 06:05:00+00:00,69330.0,69330.0,69280.0,69280.0,2200
2026-02-13 06:06:00+00:00,69310.0,69330.0,69310.0,69320.0,1400
2026-02-13 06:07:00+00:00,69290.0,69330.0,69290.0,69320.0,2400
2026-02-13 06:08:00+00:00,69280.0,69320.0,69260.0,69280.0,4100
2026-02-13 06:09:00+00:00,69330.0,69330.0,69280.0,69280.0,1900
2026-02-13 06:10:00+00:00,69310.0,69310.0,69280.0,69300.0,3200
2026-02-13 06:11:00+00:00,69270.0,69320.0,69260.0,69310.0,4200
2026-02-13 06:12:00+00:00,69300.0,69320.0,69280.0,69280.0,1700
2026-02-13 06:13:00+00:00,69340.0,69370.0,69310.0,69310.0,7400
2026-02-13 06:14:00+00:00,69350.0,69380.0,69350.0,69350.0,2800
2026-02-13 06:15:00+00:00,69310.0,69360.0,69290.0,69360.0,7000
2026-02-13 06:16:00+00:00,69310.0,69310.0,69290.0,69300.0,3400
2026-02-13 06:17:00+00:00,69330.0,69350.0,69300.0,69300.0,5600
2026-02-13 06:18:00+00:00,69280.0,69310.0,69250.0,69310.0,5400
2026-02-13 06:19:00+00:00,69310.0,69320.0,69280.0,69280.0,5900
2026-02-13 06:20:00+00:00,69320.0,69320.0,69300.0,69300.0,2500
2026-02-13 06:21:00+00:00,69340.0,69350.0,69300.0,69320.0,7700
2026-02-13 06:22:00+00:00,69290.0,69340.0,69250.0,69340.0,9800
2026-02-13 06:23:00+00:00,69250.0,69320.0,69200.0,69300.0,10900
2026-02-13 06:24:00+00:00,69340.0,69360.0,69270.0,69270.0,10000
